Число заявок,Дата договора,Тарифный план,Физ/Юр,Тип кл,Дата снятия
0,43632,EIPTV ТВ Суточный (ХМФ),Физическое лицо,ШПД Коммерческий,43840
0,42563,БИнт 21гр 120 К ХФ,Физическое лицо,Единый договор,43840
0,42898,ЛЦ-3 21гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43440,БИ 35гр 50 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43754,EIPTV Для развлечений (ХМФ)К,Физическое лицо,Единый договор,43841
1,43754,ДР 1.1гр 120 Кр ХФ,Физическое лицо,Единый договор,43841
0,43640,EIPTV ТВ Суточный (ХМФ),Физическое лицо,Единый договор,43840
0,43546,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,42579,ИН 21гр 30 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,41758,EIPTV ТВ Суточный (ХМФ),Физическое лицо,Единый договор,43840
0,43399,УД ДИнт 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43840
0,41338,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,ШПД Коммерческий,43840
0,42017,EIPTVТВ+100Мб/с (ХФ)К,Физическое лицо,Единый договор,43840
0,43384,ДИнт в пак 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43840
0,43072,УД ГК 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43840
0,43537,УД ДИнт 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43840
1,41698,БИ 21гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,42406,EIPTV ТВ Легкий+КМ (ХМФ)К,Физическое лицо,ШПД Коммерческий,43840
0,42716,БИ 21гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43636,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,ШПД Коммерческий,43840
0,43461,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43840
0,43388,ДИнт в пак 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43840
0,42406,КМ 21гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43535,EIPTV Смелое решение-1(ХМФ)К,Физическое лицо,Единый договор,43840
0,43633,ДИнтА пак 1гр 120 Кр ХФ,Физическое лицо,Единый договор,43840
0,43302,EIPTV ТВ Легкий+КМ (ХМФ)К,Физическое лицо,Единый договор,43840
0,41213,БИнт 21гр 120 К ХФ,Физическое лицо,ШПД Коммерческий,43840
0,42821,БИ 35гр 50 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43623,EIPTV Будем вместе. Лег.(ХМФ),Физическое лицо,Единый договор,43840
0,43546,EIPTV Для выгоды Кр (ХМФ),Физическое лицо,Единый договор,43840
0,43546,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,43535,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,43460,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,41866,УД ДИнт 1гр 100 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43642,EIPTV Для впечатл Акция (ХМФ)К,Физическое лицо,Единый договор,43840
0,43189,УД Домовой 2018 120 Кр ХФ1,Физическое лицо,Единый договор,43840
0,43060,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43840
0,43538,ДИнтА 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43840
0,41740,Суточный Г Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43477,EIPTV Для впечатл. везде(ХМФ)К,Физическое лицо,Единый договор,43840
0,42563,EIPTVБольшой Пакет(ХМФ)К,Физическое лицо,Единый договор,43840
0,42919,EIPTV ТВ Легкая цена + (ХФ)К,Физическое лицо,Единый договор,43840
0,41778,УД ДИнт 1гр 100 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43585,ДИнтА пак 1гр 120 Кр ХФ,Физическое лицо,Единый договор,43840
0,43076,УД Суточный 30 Мб/с ХФ,Физическое лицо,Единый договор,43840
0,42829,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,ШПД Коммерческий,43840
0,41758,УД Суточный 30 Мб/с ХФ,Физическое лицо,Единый договор,43840
0,43623,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,41782,БИ 21гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43460,СР 1гр в пак 500 Мб/с Кр ХФ,Физическое лицо,Единый договор,43840
0,43384,EIPTV Для впечатлений (ХМФ)К,Физическое лицо,Единый договор,43840
0,41610,БИнт 21гр 120 К ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43593,EIPTV ТВ Суточный (ХМФ),Физическое лицо,Единый договор,43840
0,42813,УД Суточный 30 Мб/с ХФ,Физическое лицо,Единый договор,43840
0,42695,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43840
0,41669,МИКС Мегабит Кредит ХМФ,Физическое лицо,ШПД Коммерческий,43840
0,41198,БИ 21гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,41953,EIPTVТВ+100Мб/с (ХФ)К,Физическое лицо,Единый договор,43840
0,43566,ДИнтА 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43840
0,42486,БИнт 21гр 120 К ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43460,EIPTV Для выгоды Кр (ХМФ),Физическое лицо,Единый договор,43840
0,43477,ДИнт в пак 1гр 50 Ав ХФ,Физическое лицо,Единый договор,43840
0,40683,ДИ в пакете 11Мб Город Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,40683,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,ШПД Коммерческий,43840
0,43421,УД ДИнт 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43840
0,43529,ДИнт+MVNO 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43840
0,42471,EIPTVБольшой Пакет(ХМФ)К,Физическое лицо,Единый договор,43840
0,42039,EIPTV Верная цена-3 (ХМФ)К,Физическое лицо,Единый договор,43839
0,43619,EIPTV Для впечатлений (ХМФ)К,Физическое лицо,Единый договор,43840
1,41885,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43840
0,43429,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,43089,УД Домовой 2017 120 Кр ХФ,Физическое лицо,Единый договор,43840
0,43549,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,43464,ДИнт new 1гр 50 Ав ХФ,Физическое лицо,Единый договор,43840
1,43652,ДИнт+УД 1гр 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,42829,БИ 23гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43440,ДИнт new 1гр 50 Ав ХФ,Физическое лицо,Единый договор,43841
0,41178,newОБИ 21гр 15 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,42608,EIPTV ТВ Суточный (ХМФ),Физическое лицо,ШПД Коммерческий,43840
0,43616,ДИнт+MVNO 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43840
0,42885,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43840
0,43482,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43840
0,43623,ДИнт new 1гр 50 Ав ХФ,Физическое лицо,Единый договор,43840
0,42495,ДИнт в пак 1гр 150 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43582,EIPTV Для впечатл Акция (ХМФ)К,Физическое лицо,Единый договор,43840
0,42171,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43840
0,43645,ДИнт new 1гр 50 Ав ХФ,Физическое лицо,Единый договор,43840
5,43782,ПП ДРВ+MVNO 120 1.1. гр. Кр ХФ,Физическое лицо,Единый договор,43840
0,43782,ПП EIPTV Д. развл.везде (ХМФ)К,Физическое лицо,Единый договор,43840
0,42808,БИ 21гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,42951,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43840
0,43602,ДИнтА пак 1гр 120 Кр ХФ,Физическое лицо,Единый договор,43840
0,42522,EIPTVБольшой (ХМФ)К,Физическое лицо,ШПД Коммерческий,43840
0,43549,EIPTV Для выгоды Кр (ХМФ),Физическое лицо,Единый договор,43840
0,43631,EIPTV Для впечатл Акция (ХМФ)К,Физическое лицо,Единый договор,43840
0,43076,EIPTV ТВ Суточный (ХМФ),Физическое лицо,Единый договор,43840
0,43627,EIPTV ТВ Суточный (ХМФ),Физическое лицо,ШПД Коммерческий,43840
1,42375,newОБИ 21гр 15 Кр ХФ,Физическое лицо,Единый договор,43840
0,41549,БИ 21гр 60 Кр ХФ,Физическое лицо,Единый договор,43840
0,43636,Социальный ХМФЭС,Физическое лицо,ШПД Коммерческий,43840
0,42301,ПН-3 21гр 120 Кр ХФ,Физическое лицо,ШПД Коммерческий,43840
0,43593,EIPTV Смелое решение-2(ХМФ)К,Физическое лицо,Единый договор,43840
0,42729,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,ШПД Коммерческий,43840
